parent_code,parent_title,child_code,child_title,govuk_link
EIM15000,Employer-financed and non-,EIM15032,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15032
EIM15000,Employer-financed and non-,EIM15033,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15033
EIM15000,Employer-financed and non-,EIM15042,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15042
EIM15000,Employer-financed and non-,EIM15044,Employer-financed retirement benefits schemes: ill,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15044
EIM15000,Employer-financed and non-,EIM15045,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15045
EIM15000,Employer-financed and non-,EIM15048,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15048
EIM15000,Employer-financed and non-,EIM15050,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15050
EIM15000,Employer-financed and non-,EIM15052,Employer-financed retirement benefits schemes: periods,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15052
EIM15000,Employer-financed and non-,EIM15055,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15055
EIM15000,Employer-financed and non-,EIM15056,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15056
EIM15000,Employer-financed and non-,EIM15058,Employer-financed retirement benefits schemes: year to,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15058
EIM15000,Employer-financed and non-,EIM15060,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15060
EIM15000,Employer-financed and non-,EIM15071,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15071
EIM15000,Employer-financed and non-,EIM15072,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15072
EIM15000,Employer-financed and non-,EIM15080,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15080
EIM15000,Employer-financed and non-,EIM15082,Employer-financed retirement benefits schemes: Extra-,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15082
EIM15000,Employer-financed and non-,EIM15083,Employer-financed retirement benefits schemes: Extra-,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15083
EIM15000,Employer-financed and non-,EIM15084,Employer-financed retirement benefits schemes: Extra-,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15084
EIM15000,Employer-financed and non-,EIM15090,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15090
EIM15000,Employer-financed and non-,EIM15100,Employer-financed retirement benefits schemes: cash,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15100
EIM15000,Employer-financed and non-,EIM15120,Employer-financed retirement benefits schemes: non-,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15120
EIM15000,Employer-financed and non-,EIM15121,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15121
EIM15000,Employer-financed and non-,EIM15125,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15125
EIM15000,Employer-financed and non-,EIM15126,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15126
EIM15000,Employer-financed and non-,EIM15128,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15128
EIM15000,Employer-financed and non-,EIM15129,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15129
EIM15000,Employer-financed and non-,EIM15149,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15149
EIM15000,Employer-financed and non-,EIM15150,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15150
EIM15000,Employer-financed and non-,EIM15155,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15155
EIM15000,Employer-financed and non-,EIM15160,Employer-financed retirement benefits schemes: winding,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15160
EIM15000,Employer-financed and non-,EIM15200,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15200
EIM15000,Employer-financed and non-,EIM15205,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15205
EIM15000,Employer-financed and non-,EIM15210,Employer-financed retirement benefits schemes: payer’s,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15210
EIM15000,Employer-financed and non-,EIM15300,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15300
EIM15000,Employer-financed and non-,EIM15310,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15310
EIM15000,Employer-financed and non-,EIM15315,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15315
EIM15000,Employer-financed and non-,EIM15325,Employer-financed retirement benefits schemes: non-UK,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15325
EIM15000,Employer-financed and non-,EIM15326,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15326
EIM15000,Employer-financed and non-,EIM15329,Employer-financed retirement benefits schemes:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15329
EIM15000,Employer-financed and non-,EIM15400,Non-approved schemes: introduction,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15400
EIM15000,Employer-financed and non-,EIM15401,Non-approved schemes: tax charges,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15401
EIM15000,Employer-financed and non-,EIM15402,Non-approved schemes: general definitions,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15402
EIM15000,Employer-financed and non-,EIM15403,Non-approved schemes: definition of 'relevant benefits',https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15403
EIM15000,Employer-financed and non-,EIM15404,Non-approved schemes: meaning of 'retirement',https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15404
EIM15000,Employer-financed and non-,EIM15405,Non-approved schemes: ill-health and retirement,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15405
EIM15000,Employer-financed and non-,EIM15406,Non-approved schemes: definition of 'scheme',https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15406
EIM15000,Employer-financed and non-,EIM15407,Non-approved schemes: identification,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15407
EIM15000,Employer-financed and non-,EIM15408,Non-approved schemes: periods when a scheme was not,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15408
EIM15000,Employer-financed and non-,EIM15409,Non-approved schemes: persons chargeable and,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15409
EIM15000,Employer-financed and non-,EIM15410,Non-approved schemes: definition of 'administrator',https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15410
EIM15000,Employer-financed and non-,EIM15411,Non-approved schemes: year to which the income,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15411
EIM15000,Employer-financed and non-,EIM15412,Non-approved schemes: contributions made by,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15412
EIM15000,Employer-financed and non-,EIM15413,Non-approved schemes: contributions made by,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15413
EIM15000,Employer-financed and non-,EIM15414,Non-approved schemes: contributions made by,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15414
EIM15000,Employer-financed and non-,EIM15415,Non-approved schemes: arrangements for providing,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15415
EIM15000,Employer-financed and non-,EIM15416,Non-approved schemes: overseas schemes: anti-,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15416
EIM15000,Employer-financed and non-,EIM15417,Non-approved schemes: overseas schemes: lump sums,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15417
EIM15000,Employer-financed and non-,EIM15418,Non-approved schemes: Extra-Statutory Concession A10,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15418
EIM15000,Employer-financed and non-,EIM15419,Non-approved schemes: application for relief where no,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15419
EIM15000,Employer-financed and non-,EIM15420,Non-approved schemes: cash benefits received,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15420
EIM15000,Employer-financed and non-,EIM15421,Non-approved schemes: non-cash benefits received:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15421
EIM15000,Employer-financed and non-,EIM15422,Non-approved schemes: receipts excluded from charge:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15422
EIM15000,Employer-financed and non-,EIM15423,Non-approved schemes: receipts excluded from charge:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15423
EIM15000,Employer-financed and non-,EIM15424,Non-approved schemes: receipts excluded from charge:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15424
EIM15000,Employer-financed and non-,EIM15425,Non-approved schemes: receipts excluded from charge:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15425
EIM15000,Employer-financed and non-,EIM15426,Non-approved schemes: payments other than on,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15426
EIM15000,Employer-financed and non-,EIM15427,Non-approved schemes: commutations,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15427
EIM15000,Employer-financed and non-,EIM15428,Non-approved schemes: ex-gratia (voluntary) payments:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15428
EIM15000,Employer-financed and non-,EIM15429,Non-approved schemes: ex-gratia (voluntary) payments:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15429
EIM15000,Employer-financed and non-,EIM15430,Non-approved schemes: ex-gratia (voluntary) payments:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15430
EIM15000,Employer-financed and non-,EIM15431,Non-approved schemes: reporting responsibilities,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15431
EIM15000,Employer-financed and non-,EIM15432,Non-approved schemes: example: non-cash receipts,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15432
EIM15000,Employer-financed and non-,EIM15433,Non-approved schemes: payer’s responsibilities:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15433
EIM15000,Employer-financed and non-,EIM15434,Non-approved schemes: example: meaning of,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15434
EIM15000,Employer-financed and non-,EIM15435,Non-approved schemes: example: payment on non-,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15435
EIM15000,Employer-financed and non-,EIM15436,Non-approved schemes: example: payment on death by,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15436
EIM15000,Employer-financed and non-,EIM15437,Non-approved schemes: example: assessment of,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15437
EIM15000,Employer-financed and non-,EIM15438,Non-approved schemes: example: receipts excluded,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15438
EIM15500,V alue Added T ax: inter-relation,EIM15500,#NAME?,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15500
EIM15500,V alue Added T ax: inter-relation,EIM15505,VAT and cash earnings,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15505
EIM15500,V alue Added T ax: inter-relation,EIM15510,VAT and remuneration paid for services to certain,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15510
EIM15500,V alue Added T ax: inter-relation,EIM15515,Value Added Tax: inter-relation with earnings and,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15515
EIM15500,V alue Added T ax: inter-relation,EIM15520,VAT and pecuniary liability payments,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15520
EIM15500,V alue Added T ax: inter-relation,EIM15525,VAT and benefits in kind,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15525
EIM15500,V alue Added T ax: inter-relation,EIM15530,VAT and deductions for expenses,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15530
EIM15500,V alue Added T ax: inter-relation,EIM15535,VAT and 'making good' payments by directors and,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15535
EIM15500,V alue Added T ax: inter-relation,EIM15540,Advice to employers,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15540
EIM15500,V alue Added T ax: inter-relation,EIM15545,VAT disputes,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim15545
EIM16000,V ouchers and credit tokens:,EIM16000,- V ouchers and credit tokens:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16000
EIM16000,V ouchers and credit tokens:,EIM16010,Why special rules are needed for vouchers and credit,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16010
EIM16000,V ouchers and credit tokens:,EIM16020,Outline of the special rules,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16020
EIM16000,V ouchers and credit tokens:,EIM16025,Outline of the special rules: continued,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16025
EIM16000,V ouchers and credit tokens:,EIM16030,(https://www.gov.uk/hmrc-internal-,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16030
EIM16000,V ouchers and credit tokens:,EIM16040,What is a non-cash voucher?,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16040
EIM16000,V ouchers and credit tokens:,EIM16045,Non-cash voucher: when do earnings arise?,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16045
EIM16000,V ouchers and credit tokens:,EIM16048,Cheque vouchers,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16048
EIM16000,V ouchers and credit tokens:,EIM16050,Vouchers and credit-tokens: childcare vouchers,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16050
EIM16000,V ouchers and credit tokens:,EIM16051,Childcare vouchers,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16051
EIM16000,V ouchers and credit tokens:,EIM16052,Childcare vouchers: exemption from 6 April 2005 to 5,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16052
EIM16000,V ouchers and credit tokens:,EIM16053,Childcare vouchers: exemption from 6 April 2011,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16053
EIM16000,V ouchers and credit tokens:,EIM16054,Childcare vouchers: exemption from 6 April 2011:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16054
EIM16000,V ouchers and credit tokens:,EIM16055,Childcare vouchers: exemption from 6 April 2011:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16055
EIM16000,V ouchers and credit tokens:,EIM16056,Childcare vouchers: exemption from 6 April 2011:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16056
EIM16000,V ouchers and credit tokens:,EIM16057,Childcare vouchers: example: employee in employer’s,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16057
EIM16000,V ouchers and credit tokens:,EIM16058,Childcare vouchers: examples: employee joining,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16058
EIM16000,V ouchers and credit tokens:,EIM16059,Childcare vouchers: working tax credit,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16059
EIM16000,V ouchers and credit tokens:,EIM16060,Transport vouchers,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16060
EIM16000,V ouchers and credit tokens:,EIM16065,Travel cards: overview,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16065
EIM16000,V ouchers and credit tokens:,EIM16066,Travel cards: private use and business use,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16066
EIM16000,V ouchers and credit tokens:,EIM16067,Travel cards: examples,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16067
EIM16000,V ouchers and credit tokens:,EIM16068,Travel cards: Oyster cards,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16068
EIM16000,V ouchers and credit tokens:,EIM16070,Transport vouchers: exemption for employees of,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16070
EIM16000,V ouchers and credit tokens:,EIM16075,Transport vouchers: exemption for former British Rail,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16075
EIM16000,V ouchers and credit tokens:,EIM16080,Meaning of relation,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16080
EIM16000,V ouchers and credit tokens:,EIM16090,Meaning of credit-token,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16090
EIM16000,V ouchers and credit tokens:,EIM16100,Exclusions from the scope of the non-cash voucher and,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16100
EIM16000,V ouchers and credit tokens:,EIM16105,Exclusions from the scope of the non-cash voucher,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16105
EIM16000,V ouchers and credit tokens:,EIM16110,Cash vouchers,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16110
EIM16000,V ouchers and credit tokens:,EIM16120,Meaning of received by or appropriated to an employee,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16120
EIM16000,V ouchers and credit tokens:,EIM16130,Meaning of by reason of the employment,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16130
EIM16000,V ouchers and credit tokens:,EIM16140,Amount and year of charge,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16140
EIM16000,V ouchers and credit tokens:,EIM16150,Expenses incurred in providing a voucher or credit token,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16150
EIM16000,V ouchers and credit tokens:,EIM16160,Apportionment where two or more employees involved,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16160
EIM16000,V ouchers and credit tokens:,EIM16170,Deductions,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16170
EIM16000,V ouchers and credit tokens:,EIM16180,Dispensations,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16180
EIM16000,V ouchers and credit tokens:,EIM16210,Meal vouchers,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16210
EIM16000,V ouchers and credit tokens:,EIM16220,Raffles and lotteries,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16220
EIM16000,V ouchers and credit tokens:,EIM16230,Childcare vouchers: from 4 October 2018: eligible,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim16230
EIM20000,The benefits code: benefits and,EIM20000,#NAME?,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim20000
EIM20000,The benefits code: benefits and,EIM20001,General overview: contents,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim20001
EIM20000,The benefits code: benefits and,EIM20500,"By reason of employment, family matters, benefits and",https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim20500
EIM20000,The benefits code: benefits and,EIM20600,Expenses payments,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim20600
EIM20000,The benefits code: benefits and,EIM21000,Benefits: general: contentsBetaThis part of GOV.UK is being rebuilt – find out what beta means,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim21000
EIM20000,The benefits code: benefits and,EIM21600,Particular benefits and expenses payments,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim21600
EIM20000,The benefits code: benefits and,EIM21900,Exemption for employer supported childcare: general:,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim21900
EIM20000,The benefits code: benefits and,EIM22700,Van and van fuel benefit from 2005/06; heavy goods,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22700
EIM22700,V an and van fuel benefit from,EIM22701,Van benefit from 2005/06: scope - when it applies,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22701
EIM22700,V an and van fuel benefit from,EIM22702,Van benefit from tax year 2005 to 2006: structure (table),https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22702
EIM22700,V an and van fuel benefit from,EIM22705,Van benefit from the tax year 2005 to 2006: transition to,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22705
EIM22700,V an and van fuel benefit from,EIM22710,Van benefit from 2005/06: scope and prohibition of other,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22710
EIM22700,V an and van fuel benefit from,EIM22715,Class 1A National Insurance contributions payable by,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22715
EIM22700,V an and van fuel benefit from,EIM22716,Van and van fuel benefit from 2005/06: fair bargain,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22716
EIM22700,V an and van fuel benefit from,EIM22725,Definitions - van,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22725
EIM22700,V an and van fuel benefit from,EIM22729,Van benefit from 2005/06: definitions - age of van,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22729
EIM22700,V an and van fuel benefit from,EIM22730,Van benefit from 2005/06: definitions - design weight,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22730
EIM22700,V an and van fuel benefit from,EIM22735,Van benefit from 2005/06: definitions - business travel,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22735
EIM22700,V an and van fuel benefit from,EIM22740,Van benefit from 2005/06: definitions - private use - kinds,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22740
EIM22700,V an and van fuel benefit from,EIM22745,Van benefit from 2005/06: definitions - insignificant,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22745
EIM22700,V an and van fuel benefit from,EIM22760,Van benefit from 2005/06: vans for family members,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22760
EIM22700,V an and van fuel benefit from,EIM22765,Van benefit from 2005/06: exceptions - pooled vans: vans,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22765
EIM22700,V an and van fuel benefit from,EIM22770,Van benefit from 2005/06: benefit not otherwise taxable -,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22770
EIM22700,V an and van fuel benefit from,EIM22775,Van benefit from 2005/06: emergency vehicles,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22775
EIM22700,V an and van fuel benefit from,EIM22790,Van benefit from tax year 2005 to 2006: cash equivalent,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22790
EIM22700,V an and van fuel benefit from,EIM22795,Van benefit from 2005/06: restricted private use condition,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22795
EIM22700,V an and van fuel benefit from,EIM22800,Van benefit from 2005/06: commuter use requirement,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22800
EIM22700,V an and van fuel benefit from,EIM22805,Van benefit from 2005/06: business travel requirement,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22805
EIM22700,V an and van fuel benefit from,EIM22820,Van benefit from 2005 to 2006: reduction because van,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22820
EIM22700,V an and van fuel benefit from,EIM22825,Van benefit from 2005/06: meaning of unavailable,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22825
EIM22700,V an and van fuel benefit from,EIM22830,Van benefit from 2005/06: treatment of shared vans,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22830
EIM22700,V an and van fuel benefit from,EIM22840,Van benefit from 2005/06: payments for private use of,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22840
EIM22700,V an and van fuel benefit from,EIM22845,Van benefit from 2014/15: payments for private use of,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22845
EIM22700,V an and van fuel benefit from,EIM22850,Van benefit from 2005/06: replacement vans,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22850
EIM22700,V an and van fuel benefit from,EIM22870,Van benefit from 2005/06: examples - the basic cases,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22870
EIM22700,V an and van fuel benefit from,EIM22872,Van benefit from the tax year 2005 to 2006: example -,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22872
EIM22700,V an and van fuel benefit from,EIM22874,Van benefit from the tax year 2005 to 2006: example -,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22874
EIM22700,V an and van fuel benefit from,EIM22876,Example - payments for private use,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22876
EIM22700,V an and van fuel benefit from,EIM22878,Van benefit from the tax year 2005 to 2006: example -,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22878
EIM22700,V an and van fuel benefit from,EIM22880,Van benefit from 2005/06: examples - insignificant private,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22880
EIM22700,V an and van fuel benefit from,EIM22900,Van fuel benefit from 2005 to 2006: introduction,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22900
EIM22700,V an and van fuel benefit from,EIM22905,Van fuel benefit from 2005 to 2006: similarities to car fuel,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22905
EIM22700,V an and van fuel benefit from,EIM22910,Van fuel benefit from 2005 to 2006: differences from car,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22910
EIM22700,V an and van fuel benefit from,EIM22915,Van fuel benefit from tax year 2005 to 2006: cash,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22915
EIM22700,V an and van fuel benefit from,EIM22920,Van fuel benefit from 2005 to 2006: when cash equivalent,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22920
EIM22700,V an and van fuel benefit from,EIM22925,Van fuel benefit from 2005 to 2006: van unavailable for,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22925
EIM22700,V an and van fuel benefit from,EIM22930,Van fuel benefit from 2005 to 2006: if fuel withdrawn and,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22930
EIM22700,V an and van fuel benefit from,EIM22935,Van fuel benefit from 2005 to 2006: shared vans,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22935
EIM22700,V an and van fuel benefit from,EIM22940,Van fuel benefit from 2005 to 2006: replacement vans,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22940
EIM22700,V an and van fuel benefit from,EIM22945,Van fuel benefit from 2005 to 2006: making good,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22945
EIM22700,V an and van fuel benefit from,EIM22980,Van fuel benefit from tax year 2005 to 2006: example,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22980
EIM22700,V an and van fuel benefit from,EIM22990,Heavy goods vehicles: exemption,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22990
EIM22700,V an and van fuel benefit from,EIM22991,Heavy goods vehicles: definition,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22991
EIM22700,V an and van fuel benefit from,EIM22992,Heavy goods vehicles: scope of exemption,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22992
EIM22700,V an and van fuel benefit from,EIM22993,Heavy goods vehicles: treatment of vehicle which is not,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim22993
EIM23000,The benefits code: car and car,EIM23000,#NAME?,https://www.gov.uk/hmrc-internal-manuals/employment-income-manual/eim23000
